user_id,date,daily_expense,daily_income,txn_count,daily_net,dow,is_weekend,day,month,expense_7d_sum,expense_7d_mean,expense_30d_sum,expense_30d_mean,target
1,2023-12-31,1009.0,0.0,3,-6657.0,6,1,31,12,1603.0,229.0,9750.0,325.0,1923.0
1,2024-01-01,100.0,0.0,1,-1410.0,0,0,1,1,2024.0,289.14285714285717,10360.0,345.3333333333333,2063.0
1,2024-01-02,225.0,0.0,2,-2495.0,1,0,2,1,1923.0,274.7142857142857,10297.0,343.23333333333335,2351.0
1,2024-01-03,428.0,0.0,3,-2626.0,2,0,3,1,2063.0,294.7142857142857,10282.0,342.73333333333335,2393.0
1,2024-01-04,205.0,0.0,2,-1219.0,3,0,4,1,2351.0,335.85714285714283,10610.0,353.6666666666667,2338.0
1,2024-01-05,206.0,0.0,2,-794.0,4,0,5,1,2393.0,341.85714285714283,10730.0,357.6666666666667,2419.0
2,2024-03-12,235.0,0.0,4,-299885.0,1,0,12,3,2472.0,353.14285714285717,16488.0,549.6,2127.0
2,2024-03-13,420.0,0.0,2,-149400.0,2,0,13,3,1862.0,266.0,16525.0,550.8333333333334,2401.0
2,2024-03-14,624.0,0.0,7,-518710.0,3,0,14,3,2127.0,303.85714285714283,16690.0,556.3333333333334,2340.0
2,2024-03-15,165.0,0.0,2,-147482.0,4,0,15,3,2401.0,343.0,16494.0,549.8,1914.0
2,2024-03-16,80.0,0.0,2,-147232.0,5,1,16,3,2340.0,334.2857142857143,15716.0,523.8666666666667,2044.0
2,2024-03-18,210.0,0.0,2,-146992.0,0,0,18,3,1914.0,273.42857142857144,15592.0,519.7333333333333,2396.0
2,2024-03-19,662.0,0.0,4,-291749.0,1,0,19,3,2044.0,292.0,15262.0,508.73333333333335,2361.0
2,2024-03-20,200.0,0.0,2,-145288.0,2,0,20,3,2396.0,342.2857142857143,12069.0,402.3,4629.0
2,2024-03-21,2688.0,0.0,8,-564866.0,3,0,21,3,2361.0,337.2857142857143,11774.0,392.46666666666664,4195.0
2,2024-03-22,190.0,0.0,2,-139482.0,4,0,22,3,4629.0,661.2857142857143,13997.0,466.56666666666666,4250.0
2,2024-03-24,220.0,0.0,2,-139082.0,6,1,24,3,4195.0,599.2857142857143,13501.0,450.03333333333336,4475.0
2,2024-03-25,305.0,0.0,3,-207633.0,0,0,25,3,4250.0,607.1428571428571,13041.0,434.7,4537.0
2,2024-03-26,272.0,0.0,4,-275898.0,1,0,26,3,4475.0,639.2857142857143,12646.0,421.53333333333336,4375.0
2,2024-03-27,500.0,0.0,2,-137508.0,2,0,27,3,4537.0,648.1428571428571,12748.0,424.93333333333334,4525.0
2,2024-03-28,350.0,0.0,3,-204462.0,3,0,28,3,4375.0,625.0,12828.0,427.6,1997.0
2,2024-03-29,160.0,0.0,2,-135798.0,4,0,29,3,4525.0,646.4285714285714,13077.0,435.9,2693.0
2,2024-04-02,886.0,0.0,5,-337572.0,1,0,2,4,1997.0,285.2857142857143,12991.0,433.03333333333336,3083.0
2,2024-04-04,610.0,0.0,5,-332615.0,3,0,4,4,2693.0,384.7142857142857,13553.0,451.76666666666665,2828.0
2,2024-04-05,50.0,0.0,1,-66298.0,4,0,5,4,3083.0,440.42857142857144,13998.0,466.6,2851.0
2,2024-04-09,295.0,0.0,4,-264512.0,1,0,9,4,2828.0,404.0,13803.0,460.1,2795.0
2,2024-04-10,444.0,0.0,3,-197419.0,2,0,10,4,2851.0,407.2857142857143,13809.0,460.3,2737.0
2,2024-04-11,292.0,0.0,2,-130866.0,3,0,11,4,2795.0,399.2857142857143,13556.0,451.8666666666667,2687.0
2,2024-04-12,110.0,0.0,1,-65217.0,4,0,12,4,2737.0,391.0,13061.0,435.3666666666667,2371.0
2,2024-04-13,570.0,0.0,3,-195001.0,5,1,13,4,2687.0,383.85714285714283,12440.0,414.6666666666667,2001.0
2,2024-04-16,240.0,0.0,3,-193306.0,1,0,16,4,2371.0,338.7142857142857,12165.0,405.5,2194.0
2,2024-04-17,243.0,0.0,3,-192645.0,2,0,17,4,2001.0,285.85714285714283,12250.0,408.3333333333333,2667.0
2,2024-04-18,768.0,0.0,4,-255218.0,3,0,18,4,2194.0,313.42857142857144,12143.0,404.76666666666665,3111.0
2,2024-04-19,888.0,0.0,5,-314038.0,4,0,19,4,2667.0,381.0,12685.0,422.8333333333333,2919.0
2,2024-04-22,100.0,0.0,1,-62398.0,0,0,22,4,3111.0,444.42857142857144,13067.0,435.56666666666666,3034.0
2,2024-04-23,225.0,0.0,3,-186604.0,1,0,23,4,2919.0,417.0,13087.0,436.23333333333335,2660.0
2,2024-04-24,196.0,0.0,2,-124046.0,2,0,24,4,3034.0,433.42857142857144,13002.0,433.4,3610.0
2,2024-04-29,1190.0,0.0,7,-430619.0,0,0,29,4,2660.0,380.0,12963.0,432.1,4072.0
2,2024-04-30,705.0,0.0,4,-242055.0,1,0,30,4,3610.0,515.7142857142857,13733.0,457.76666666666665,3473.0
2,2024-05-01,169.0,0.0,2,-119840.0,2,0,1,5,4072.0,581.7142857142857,13814.0,460.46666666666664,2853.0
2,2024-05-02,268.0,0.0,2,-119473.0,3,0,2,5,3473.0,496.14285714285717,13818.0,460.6,3383.0
2,2024-05-03,630.0,0.0,4,-237120.0,4,0,3,5,2853.0,407.57142857142856,14006.0,466.8666666666667,3508.0
2,2024-05-06,350.0,0.0,2,-117580.0,0,0,6,5,3383.0,483.2857142857143,14426.0,480.8666666666667,3561.0
2,2024-05-07,249.0,0.0,4,-233885.0,1,0,7,5,3508.0,501.14285714285717,14114.0,470.46666666666664,2612.0
2,2024-05-08,241.0,0.0,3,-174666.0,2,0,8,5,3561.0,508.7142857142857,14163.0,472.1,2344.0
2,2024-05-09,437.0,0.0,5,-289560.0,3,0,9,5,2612.0,373.14285714285717,11716.0,390.53333333333336,2275.0
2,2024-05-10,100.0,0.0,2,-115256.0,4,0,10,5,2344.0,334.85714285714283,11963.0,398.76666666666665,2547.0
2,2024-05-13,540.0,0.0,2,-114576.0,0,0,13,5,2275.0,325.0,11843.0,394.76666666666665,2162.0
2,2024-05-14,245.0,0.0,2,-113866.0,1,0,14,5,2547.0,363.85714285714283,12078.0,402.6,2063.0
2,2024-05-15,251.0,0.0,3,-169905.0,2,0,15,5,2162.0,308.85714285714283,12051.0,401.7,2107.0
2,2024-05-16,293.0,0.0,3,-169220.0,3,0,16,5,2063.0,294.7142857142857,11802.0,393.4,2263.0
2,2024-05-17,397.0,0.0,3,-168270.0,4,0,17,5,2107.0,301.0,11745.0,391.5,2437.0
2,2024-05-19,611.0,0.0,5,-277615.0,6,1,19,5,2263.0,323.2857142857143,11982.0,399.4,2687.0
2,2024-05-20,350.0,0.0,2,-110122.0,0,0,20,5,2437.0,348.14285714285717,11707.0,390.23333333333335,2281.0
2,2024-05-21,134.0,0.0,2,-109588.0,1,0,21,5,2687.0,383.85714285714283,11447.0,381.56666666666666,2332.0
2,2024-05-22,296.0,0.0,4,-218425.0,2,0,22,5,2281.0,325.85714285714283,11531.0,384.3666666666667,2726.0
2,2024-05-23,645.0,0.0,4,-216734.0,3,0,23,5,2332.0,333.14285714285717,11532.0,384.4,2709.0
2,2024-05-24,276.0,0.0,1,-53776.0,4,0,24,5,2726.0,389.42857142857144,11733.0,391.1,3926.0
2,2024-05-27,1614.0,0.0,2,-105500.0,0,0,27,5,2709.0,387.0,11717.0,390.56666666666666,3678.0
2,2024-05-28,363.0,0.0,4,-206923.0,1,0,28,5,3926.0,560.8571428571429,13221.0,440.7,3623.0
2,2024-05-29,295.0,0.0,3,-154259.0,2,0,29,5,3678.0,525.4285714285714,13014.0,433.8,3831.0
2,2024-05-30,342.0,0.0,3,-153260.0,3,0,30,5,3623.0,517.5714285714286,13069.0,435.6333333333333,3749.0
2,2024-05-31,214.0,0.0,1,-50886.0,4,0,31,5,3831.0,547.2857142857143,13168.0,438.93333333333334,3492.0
2,2024-06-01,388.0,0.0,4,-202348.0,5,1,1,6,3749.0,535.5714285714286,12614.0,420.46666666666664,3545.0
2,2024-06-02,329.0,0.0,3,-150482.0,6,1,2,6,3492.0,498.85714285714283,12114.0,403.8,2006.0
2,2024-06-03,75.0,0.0,1,-49955.0,0,0,3,6,3545.0,506.42857142857144,12343.0,411.43333333333334,1913.0
2,2024-06-04,270.0,0.0,3,-149350.0,1,0,4,6,2006.0,286.57142857142856,12193.0,406.43333333333334,2123.0
2,2024-06-05,505.0,0.0,5,-247045.0,2,0,5,6,1913.0,273.2857142857143,12267.0,408.9,1891.0
2,2024-06-07,110.0,0.0,2,-98150.0,4,0,7,6,2123.0,303.2857142857143,11582.0,386.06666666666666,1887.0
2,2024-06-11,210.0,0.0,2,-97880.0,1,0,11,6,1891.0,270.14285714285717,10987.0,366.23333333333335,1758.0
2,2024-06-12,259.0,0.0,3,-146019.0,2,0,12,6,1887.0,269.57142857142856,11028.0,367.6,1564.0
2,2024-06-13,135.0,0.0,2,-96997.0,3,0,13,6,1758.0,251.14285714285714,11019.0,367.3,1809.0
2,2024-06-18,320.0,0.0,2,-96562.0,1,0,18,6,1564.0,223.42857142857142,10524.0,350.8,1829.0
2,2024-06-19,290.0,0.0,3,-143913.0,2,0,19,6,1809.0,258.42857142857144,10494.0,349.8,1695.0
2,2024-06-20,371.0,0.0,2,-95287.0,3,0,20,6,1829.0,261.2857142857143,10535.0,351.1666666666667,2130.0
2,2024-07-04,545.0,0.0,2,-94605.0,3,0,4,7,1695.0,242.14285714285714,10665.0,355.5,2925.0
2,2024-07-10,1005.0,0.0,7,-323409.0,2,0,10,7,2130.0,304.2857142857143,10773.0,359.1,3356.0
2,2024-07-11,690.0,0.0,13,-591599.0,3,0,11,7,2925.0,417.85714285714283,11678.0,389.26666666666665,3770.0
2,2024-07-12,549.0,0.0,5,-224844.0,4,0,12,7,3356.0,479.42857142857144,11828.0,394.26666666666665,3854.0
2,2024-07-17,404.0,0.0,2,-88938.0,2,0,17,7,3770.0,538.5714285714286,12132.0,404.4,3864.0
2,2024-07-22,300.0,0.0,1,-44217.0,0,0,22,7,3854.0,550.5714285714286,12285.0,409.5,4098.0
2,2024-07-25,605.0,0.0,1,-43917.0,3,0,25,7,3864.0,552.0,12292.0,409.73333333333335,3788.0
2,2024-07-26,235.0,0.0,2,-86524.0,4,0,26,7,4098.0,585.4285714285714,12500.0,416.6666666666667,2903.0
2,2024-07-28,120.0,0.0,1,-43077.0,6,1,28,7,3788.0,541.1428571428571,12124.0,404.1333333333333,5913.0
2,2024-07-29,3700.0,0.0,1,-42957.0,0,0,29,7,2903.0,414.7142857142857,11894.0,396.46666666666664,6024.0
2,2024-08-02,660.0,0.0,3,-117111.0,4,0,2,8,5913.0,844.7142857142857,15460.0,515.3333333333334,5720.0
2,2024-08-10,100.0,0.0,1,-38597.0,5,1,10,8,6024.0,860.5714285714286,15824.0,527.4666666666667,5586.0
2,2024-08-19,166.0,0.0,2,-76924.0,0,0,19,8,5720.0,817.1428571428571,15279.0,509.3,5939.0
2,2024-08-22,958.0,0.0,5,-190205.0,3,0,22,8,5586.0,798.0,15169.0,505.6333333333333,5804.0
2,2024-08-25,100.0,0.0,1,-37373.0,6,1,25,8,5939.0,848.4285714285714,14513.0,483.76666666666665,6420.0
2,2024-08-26,736.0,0.0,4,-148259.0,0,0,26,8,5804.0,829.1428571428571,14250.0,475.0,2745.0
2,2024-08-27,25.0,0.0,1,-36537.0,1,0,27,8,6420.0,917.1428571428571,14691.0,489.7,2445.0
2,2024-08-29,360.0,0.0,2,-72764.0,3,0,29,8,2745.0,392.14285714285717,14374.0,479.1333333333333,2655.0
2,2024-08-30,310.0,0.0,2,-72024.0,4,0,30,8,2445.0,349.2857142857143,14520.0,484.0,2629.0
2,2024-08-31,140.0,0.0,1,-35842.0,5,1,31,8,2655.0,379.2857142857143,14442.0,481.4,1881.0
2,2024-09-06,210.0,0.0,2,-71294.0,4,0,6,9,2629.0,375.57142857142856,14253.0,475.1,2635.0
2,2024-09-09,854.0,0.0,5,-174794.0,0,0,9,9,1881.0,268.7142857142857,14388.0,479.6,2843.0
2,2024-09-10,944.0,0.0,4,-137248.0,1,0,10,9,2635.0,376.42857142857144,14972.0,499.06666666666666,3700.0
2,2024-09-11,882.0,0.0,4,-132863.0,2,0,11,9,2843.0,406.14285714285717,15411.0,513.7,3653.0
2,2024-09-12,313.0,0.0,3,-98158.0,3,0,12,9,3700.0,528.5714285714286,16183.0,539.4333333333333,4017.0
2,2024-09-13,674.0,0.0,2,-64398.0,4,0,13,9,3653.0,521.8571428571429,16286.0,542.8666666666667,4011.0
2,2024-09-16,134.0,0.0,1,-31825.0,0,0,16,9,4017.0,573.8571428571429,16701.0,556.7,3869.0
2,2024-09-17,68.0,0.0,1,-31691.0,1,0,17,9,4011.0,573.0,16700.0,556.6666666666666,6444.0
2,2024-09-18,3429.0,0.0,4,-125985.0,2,0,18,9,3869.0,552.7142857142857,16448.0,548.2666666666667,5699.0
2,2024-09-19,199.0,0.0,2,-56308.0,3,0,19,9,6444.0,920.5714285714286,19587.0,652.9,4902.0
2,2024-09-20,85.0,0.0,1,-27995.0,4,0,20,9,5699.0,814.1428571428571,19415.0,647.1666666666666,4779.0
2,2024-09-23,190.0,0.0,3,-83545.0,0,0,23,9,4902.0,700.2857142857143,18955.0,631.8333333333334,4341.0
2,2024-09-24,236.0,0.0,2,-55324.0,1,0,24,9,4779.0,682.7142857142857,18140.0,604.6666666666666,4462.0
2,2024-09-25,255.0,0.0,3,-82172.0,2,0,25,9,4341.0,620.1428571428571,17686.0,589.5333333333333,4662.0
2,2024-09-26,268.0,0.0,2,-54338.0,3,0,26,9,4462.0,637.4285714285714,17392.0,579.7333333333333,1333.0
2,2024-09-27,100.0,0.0,1,-26961.0,4,0,27,9,4662.0,666.0,17256.0,575.2,1484.0
2,2024-09-28,350.0,0.0,3,-80283.0,5,1,28,9,1333.0,190.42857142857142,17056.0,568.5333333333333,1440.0
2,2024-09-30,41.0,0.0,1,-26511.0,0,0,30,9,1484.0,212.0,16801.0,560.0333333333333,2115.0
2,2024-10-01,865.0,0.0,4,-104055.0,1,0,1,10,1440.0,205.71428571428572,16607.0,553.5666666666667,2039.0
2,2024-10-02,160.0,0.0,1,-25605.0,2,0,2,10,2115.0,302.14285714285717,17352.0,578.4,1920.0
2,2024-10-03,136.0,0.0,1,-25445.0,3,0,3,10,2039.0,291.2857142857143,13812.0,460.4,1820.0
2,2024-10-04,168.0,0.0,2,-50540.0,4,0,4,10,1920.0,274.2857142857143,13288.0,442.93333333333334,1895.0
2,2024-10-06,175.0,0.0,2,-50212.0,6,1,6,10,1820.0,260.0,13356.0,445.2,1825.0
2,2024-10-07,280.0,0.0,3,-74658.0,0,0,7,10,1895.0,270.7142857142857,13365.0,445.5,2108.0
2,2024-10-08,324.0,0.0,2,-49183.0,1,0,8,10,1825.0,260.7142857142857,12687.0,422.9,1313.0
2,2024-10-09,70.0,0.0,1,-24362.0,2,0,9,10,2108.0,301.14285714285717,12911.0,430.3666666666667,1488.0
2,2024-10-10,335.0,0.0,2,-48374.0,3,0,10,10,1313.0,187.57142857142858,12245.0,408.1666666666667,1602.0
2,2024-10-11,250.0,0.0,2,-47744.0,4,0,11,10,1488.0,212.57142857142858,12555.0,418.5,1699.0
2,2024-10-14,265.0,0.0,1,-23707.0,0,0,14,10,1602.0,228.85714285714286,12445.0,414.8333333333333,1644.0
2,2024-10-15,120.0,0.0,1,-23442.0,1,0,15,10,1699.0,242.71428571428572,12400.0,413.3333333333333,1449.0
2,2024-10-18,85.0,0.0,1,-23322.0,4,0,18,10,1644.0,234.85714285714286,12380.0,412.6666666666667,1292.0
2,2024-10-21,167.0,0.0,2,-46384.0,0,0,21,10,1449.0,207.0,12255.0,408.5,1537.0
2,2024-10-22,315.0,0.0,4,-91705.0,1,0,22,10,1292.0,184.57142857142858,11568.0,385.6,1436.0
2,2024-10-23,234.0,0.0,3,-68017.0,2,0,23,10,1537.0,219.57142857142858,10939.0,364.6333333333333,1282.0
2,2024-10-24,96.0,0.0,1,-22521.0,3,0,24,10,1436.0,205.14285714285714,10291.0,343.03333333333336,1796.0
2,2024-10-25,779.0,0.0,2,-44171.0,4,0,25,10,1282.0,183.14285714285714,10074.0,335.8,2776.0
2,2024-10-26,1100.0,0.0,1,-21646.0,5,1,26,10,1796.0,256.57142857142856,10179.0,339.3,3175.0
2,2024-10-28,484.0,0.0,3,-61158.0,0,0,28,10,2776.0,396.57142857142856,11145.0,371.5,3372.0
2,2024-10-29,364.0,0.0,4,-79623.0,1,0,29,10,3175.0,453.57142857142856,11561.0,385.3666666666667,3495.0
2,2024-10-30,438.0,0.0,3,-58711.0,2,0,30,10,3372.0,481.7142857142857,8496.0,283.2,3667.0
2,2024-10-31,406.0,0.0,2,-38321.0,3,0,31,10,3495.0,499.2857142857143,8735.0,291.1666666666667,3837.0
2,2024-11-01,266.0,0.0,2,-37573.0,4,0,1,11,3667.0,523.8571428571429,9056.0,301.8666666666667,3218.0
2,2024-11-02,160.0,0.0,2,-37086.0,5,1,2,11,3837.0,548.1428571428571,9132.0,304.4,2438.0
2,2024-11-05,320.0,0.0,2,-36646.0,1,0,5,11,3218.0,459.7142857142857,9056.0,301.8666666666667,2270.0
2,2024-11-06,316.0,0.0,3,-54058.0,2,0,6,11,2438.0,348.2857142857143,9121.0,304.03333333333336,2091.0
2,2024-11-07,185.0,0.0,2,-35449.0,3,0,7,11,2270.0,324.2857142857143,9169.0,305.6333333333333,1894.0
2,2024-11-08,241.0,0.0,2,-35064.0,4,0,8,11,2091.0,298.7142857142857,9254.0,308.46666666666664,1573.0
2,2024-11-10,85.0,0.0,1,-17366.0,6,1,10,11,1894.0,270.57142857142856,9145.0,304.8333333333333,2743.0
2,2024-11-11,1436.0,0.0,2,-34026.0,0,0,11,11,1573.0,224.71428571428572,9189.0,306.3,2821.0
2,2024-11-12,238.0,0.0,2,-31552.0,1,0,12,11,2743.0,391.85714285714283,9760.0,325.3333333333333,2716.0
2,2024-11-13,215.0,0.0,2,-31129.0,2,0,13,11,2821.0,403.0,9838.0,327.93333333333334,2664.0
2,2024-11-15,264.0,0.0,2,-30654.0,4,0,15,11,2716.0,388.0,9917.0,330.56666666666666,2695.0
2,2024-11-18,216.0,0.0,2,-30140.0,0,0,18,11,2664.0,380.57142857142856,10013.0,333.76666666666665,2722.0
2,2024-11-19,268.0,0.0,2,-29711.0,1,0,19,11,2695.0,385.0,10054.0,335.1333333333333,3208.0
2,2024-11-20,571.0,0.0,2,-28877.0,2,0,20,11,2722.0,388.85714285714283,10042.0,334.73333333333335,1947.0
2,2024-11-21,175.0,0.0,1,-14073.0,3,0,21,11,3208.0,458.2857142857143,10289.0,342.96666666666664,1829.0
2,2024-11-22,120.0,0.0,1,-13898.0,4,0,22,11,1947.0,278.14285714285717,10394.0,346.46666666666664,1664.0
2,2024-11-23,50.0,0.0,1,-13778.0,5,1,23,11,1829.0,261.2857142857143,10179.0,339.3,1830.0
2,2024-11-25,430.0,0.0,1,-13728.0,0,0,25,11,1664.0,237.71428571428572,9979.0,332.6333333333333,1789.0
2,2024-11-26,175.0,0.0,2,-26471.0,1,0,26,11,1830.0,261.42857142857144,10144.0,338.1333333333333,1719.0
