user_id,date,daily_income,daily_expense,txn_count,income_txn_count,expense_txn_count,daily_net,has_income,has_expense,dow,is_weekend,day,month,is_summer_vacation,is_winter_vacation,days_to_end_of_month,expense_7d_sum,expense_7d_mean,net_7d_sum,txn_7d_sum,expense_30d_sum,expense_30d_mean,net_30d_sum,txn_30d_sum,expense_7d_30d_ratio,expense_trend,future_expense_7d_sum,month_start
user1,2023-10-13,0.0,335.0,2,0,2,-335.0,0,1,4,0,13,10,0,0,18,2219.0,317.0,-2219.0,15.0,7765.0,258.8333333333333,-7765.0,51.0,1.2238614496472098,58.166666666666686,1208.0,2023-10-01
user1,2023-10-14,0.0,25.0,1,0,1,-25.0,0,1,5,1,14,10,0,0,17,1689.0,241.28571428571428,-1689.0,15.0,7918.0,263.93333333333334,-7918.0,51.0,0.9145157811488963,-22.64761904761906,2083.0,2023-10-01
user1,2023-10-15,0.0,150.0,1,0,1,-150.0,0,1,6,1,15,10,0,0,16,1714.0,244.85714285714286,-1714.0,16.0,7605.0,253.5,-7605.0,49.0,0.9660398540555711,-8.642857142857139,2383.0,2023-10-01
user1,2023-10-16,0.0,220.0,2,0,2,-220.0,0,1,0,0,16,10,0,0,15,1864.0,266.2857142857143,-1864.0,17.0,6800.0,226.66666666666666,-6800.0,48.0,1.1740221710939134,39.61904761904762,2393.0,2023-10-01
user1,2023-10-17,0.0,147.0,2,0,2,-147.0,0,1,1,0,17,10,0,0,14,1545.0,220.71428571428572,-1545.0,15.0,7020.0,234.0,-7020.0,50.0,0.9434650455927052,-13.285714285714278,2441.0,2023-10-01
user1,2023-10-18,0.0,165.0,2,0,2,-165.0,0,1,2,0,18,10,0,0,13,1217.0,173.85714285714286,-1217.0,13.0,7167.0,238.9,-7167.0,52.0,0.7288751265408205,-65.04285714285714,2566.0,2023-10-01
user1,2023-10-19,0.0,238.0,2,0,2,-238.0,0,1,3,0,19,10,0,0,12,1247.0,178.14285714285714,-1247.0,12.0,6980.0,232.66666666666666,-6980.0,51.0,0.766659873649888,-54.52380952380952,2619.0,2023-10-01
user1,2023-10-20,0.0,263.0,4,0,4,-263.0,0,1,4,0,20,10,0,0,11,1280.0,182.85714285714286,-1280.0,12.0,7196.0,239.86666666666667,-7196.0,52.0,0.7633150132458186,-57.00952380952381,2740.0,2023-10-01
user1,2023-10-21,0.0,900.0,3,0,3,-900.0,0,1,5,1,21,10,0,0,10,1208.0,172.57142857142858,-1208.0,14.0,7196.0,239.86666666666667,-7196.0,54.0,0.7206120754418568,-67.29523809523809,2738.0,2023-10-01
user1,2023-10-22,0.0,450.0,1,0,1,-450.0,0,1,6,1,22,10,0,0,9,2083.0,297.57142857142856,-2083.0,16.0,7769.0,258.96666666666664,-7769.0,55.0,1.148498891799315,38.604761904761915,2288.0,2023-10-01
user1,2023-10-23,0.0,230.0,3,0,3,-230.0,0,1,0,0,23,10,0,0,8,2383.0,340.42857142857144,-2383.0,16.0,8089.0,269.6333333333333,-8089.0,55.0,1.2615909770731795,70.79523809523812,2058.0,2023-10-01
user1,2023-10-24,0.0,195.0,3,0,3,-195.0,0,1,1,0,24,10,0,0,7,2393.0,341.85714285714283,-2393.0,17.0,8319.0,277.3,-8319.0,58.0,1.2319696114162515,64.55714285714282,3661.0,2023-10-01
user1,2023-10-25,0.0,290.0,4,0,4,-290.0,0,1,2,0,25,10,0,0,6,2441.0,348.7142857142857,-2441.0,18.0,8514.0,283.8,-8514.0,61.0,1.2279293739967898,64.91428571428571,3699.0,2023-10-01
user1,2023-10-26,0.0,291.0,4,0,4,-291.0,0,1,3,0,26,10,0,0,5,2566.0,366.57142857142856,-2566.0,20.0,8074.0,269.1333333333333,-8074.0,64.0,1.3607037089268086,97.43809523809523,3653.0,2023-10-01
user1,2023-10-27,0.0,384.0,5,0,5,-384.0,0,1,4,0,27,10,0,0,4,2619.0,374.14285714285717,-2619.0,22.0,8315.0,277.1666666666667,-8315.0,67.0,1.3486262090216554,96.97619047619048,3506.0,2023-10-01
user1,2023-10-28,0.0,898.0,3,0,3,-898.0,0,1,5,1,28,10,0,0,3,2740.0,391.42857142857144,-2740.0,23.0,8484.0,282.8,-8484.0,69.0,1.382764522299406,108.62857142857143,2687.0,2023-10-01
user1,2023-10-29,0.0,0.0,0,0,0,0.0,0,0,6,1,29,10,0,0,2,2738.0,391.14285714285717,-2738.0,23.0,8934.0,297.8,-8934.0,68.0,1.3123924268502583,93.34285714285716,2687.0,2023-10-01
user1,2023-10-30,0.0,0.0,0,0,0,0.0,0,0,0,0,30,10,0,0,1,2288.0,326.85714285714283,-2288.0,22.0,8934.0,297.8,-8934.0,68.0,1.0972461273666092,29.05714285714282,3087.0,2023-10-01
user1,2023-10-31,0.0,1798.0,10,0,10,-1798.0,0,1,1,0,31,10,0,0,0,2058.0,294.0,-2058.0,19.0,8934.0,297.8,-8934.0,68.0,0.9872824631860776,-3.8000000000000114,1533.0,2023-10-01
user10,2021-10-01,10000.0,150.0,3,1,2,9850.0,1,1,4,0,1,10,0,0,30,4363.0,623.2857142857143,-4363.0,21.0,6388.0,212.93333333333334,3612.0,37.0,2.918132039353604,410.352380952381,1534.0,2021-10-01
user10,2021-10-02,0.0,270.0,3,0,3,-270.0,0,1,5,1,2,10,0,0,29,4438.0,634.0,5562.0,21.0,6538.0,217.93333333333334,13462.0,40.0,2.900426309378806,416.06666666666666,1264.0,2021-10-01
user10,2021-10-03,0.0,355.0,5,0,5,-355.0,0,1,6,1,3,10,0,0,28,4708.0,672.5714285714286,5292.0,24.0,6808.0,226.93333333333334,13192.0,43.0,2.9551247231855595,445.6380952380952,909.0,2021-10-01
user10,2021-10-04,0.0,217.0,4,0,4,-217.0,0,1,0,0,4,10,0,0,27,5063.0,723.2857142857143,4937.0,29.0,7163.0,238.76666666666668,12837.0,48.0,3.020794025937916,484.5190476190477,829.0,2021-10-01
user10,2021-10-05,0.0,105.0,2,0,2,-105.0,0,1,1,0,5,10,0,0,26,3434.0,490.57142857142856,6566.0,30.0,7380.0,246.0,12620.0,52.0,1.9901677270098321,244.57142857142856,881.0,2021-10-01
user10,2021-10-06,0.0,80.0,1,0,1,-80.0,0,1,2,0,6,10,0,0,25,1551.0,221.57142857142858,8449.0,23.0,7485.0,249.5,12515.0,54.0,0.8885086968919305,-27.928571428571416,1036.0,2021-10-01
user10,2021-10-07,0.0,372.0,6,0,6,-372.0,0,1,3,0,7,10,0,0,24,1446.0,206.57142857142858,8554.0,21.0,7565.0,252.16666666666666,12435.0,55.0,0.8199003103545567,-45.595238095238074,1104.0,2021-10-01
user10,2021-10-08,0.0,135.0,3,0,3,-135.0,0,1,4,0,8,10,0,0,23,1549.0,221.28571428571428,8451.0,24.0,7937.0,264.56666666666666,12063.0,61.0,0.8370241532033925,-43.280952380952385,969.0,2021-10-01
user10,2021-10-09,0.0,0.0,0,0,0,0.0,0,0,5,1,9,10,0,0,22,1534.0,219.14285714285714,-1534.0,24.0,8072.0,269.06666666666666,11928.0,64.0,0.8151426455548895,-49.923809523809524,1679.0,2021-10-01
user10,2021-10-10,0.0,0.0,0,0,0,0.0,0,0,6,1,10,10,0,0,21,1264.0,180.57142857142858,-1264.0,21.0,8072.0,269.06666666666666,11928.0,64.0,0.6723207673590296,-88.49523809523808,1906.0,2021-10-01
user10,2021-10-11,0.0,137.0,1,0,1,-137.0,0,1,0,0,11,10,0,0,20,909.0,129.85714285714286,-909.0,16.0,8072.0,269.06666666666666,11928.0,64.0,0.48453644602743595,-139.2095238095238,1939.0,2021-10-01
user10,2021-10-12,0.0,157.0,3,0,3,-157.0,0,1,1,0,12,10,0,0,19,829.0,118.42857142857143,-829.0,13.0,8209.0,273.6333333333333,11791.0,65.0,0.43486553499904634,-155.20476190476188,1992.0,2021-10-01
user10,2021-10-13,0.0,235.0,4,0,4,-235.0,0,1,2,0,13,10,0,0,18,881.0,125.85714285714286,-881.0,14.0,8366.0,278.8666666666667,11634.0,68.0,0.4532770707139454,-153.0095238095238,1897.0,2021-10-01
user10,2021-10-14,0.0,440.0,8,0,8,-440.0,0,1,3,0,14,10,0,0,17,1036.0,148.0,-1036.0,17.0,8601.0,286.7,11399.0,72.0,0.5179005908932917,-138.7,1631.0,2021-10-01
user10,2021-10-15,0.0,0.0,0,0,0,0.0,0,0,4,0,15,10,0,0,16,1104.0,157.71428571428572,-1104.0,19.0,9041.0,301.3666666666667,10959.0,80.0,0.5249066885049688,-143.65238095238095,1816.0,2021-10-01
user10,2021-10-16,0.0,710.0,9,0,9,-710.0,0,1,5,1,16,10,0,0,15,969.0,138.42857142857142,-969.0,16.0,9041.0,301.3666666666667,10959.0,80.0,0.46112414759752424,-162.93809523809526,1106.0,2021-10-01
user10,2021-10-17,0.0,227.0,3,0,3,-227.0,0,1,6,1,17,10,0,0,14,1679.0,239.85714285714286,-1679.0,25.0,9751.0,325.03333333333336,10249.0,89.0,0.7387500547709115,-85.1761904761905,879.0,2021-10-01
user10,2021-10-18,0.0,170.0,2,0,2,-170.0,0,1,0,0,18,10,0,0,13,1906.0,272.2857142857143,-1906.0,28.0,9978.0,332.6,10022.0,92.0,0.8192017814319972,-60.314285714285745,864.0,2021-10-01
user10,2021-10-19,0.0,210.0,2,0,2,-210.0,0,1,1,0,19,10,0,0,12,1939.0,277.0,-1939.0,29.0,10148.0,338.26666666666665,9852.0,94.0,0.8194144232658676,-61.26666666666665,801.0,2021-10-01
user10,2021-10-20,0.0,140.0,2,0,2,-140.0,0,1,2,0,20,10,0,0,11,1992.0,284.57142857142856,-1992.0,28.0,10358.0,345.26666666666665,9642.0,96.0,0.8247153308762858,-60.695238095238096,913.0,2021-10-01
user10,2021-10-21,0.0,174.0,3,0,3,-174.0,0,1,3,0,21,10,0,0,10,1897.0,271.0,-1897.0,26.0,10498.0,349.93333333333334,9502.0,98.0,0.7750759878419453,-78.93333333333334,890.0,2021-10-01
user10,2021-10-22,0.0,185.0,3,0,3,-185.0,0,1,4,0,22,10,0,0,9,1631.0,233.0,-1631.0,21.0,10397.0,346.56666666666666,-397.0,94.0,0.6732521338831878,-113.56666666666666,900.0,2021-10-01
user10,2021-10-23,0.0,0.0,0,0,0,0.0,0,0,5,1,23,10,0,0,8,1816.0,259.42857142857144,-1816.0,24.0,9727.0,324.23333333333335,273.0,92.0,0.8007437883424354,-64.8047619047619,1117.0,2021-10-01
user10,2021-10-24,0.0,0.0,0,0,0,0.0,0,0,6,1,24,10,0,0,7,1106.0,158.0,-1106.0,15.0,8832.0,294.4,1168.0,88.0,0.5382532159783345,-136.39999999999998,1316.0,2021-10-01
user10,2021-10-25,0.0,155.0,2,0,2,-155.0,0,1,0,0,25,10,0,0,6,879.0,125.57142857142857,-879.0,12.0,8757.0,291.9,1243.0,85.0,0.4321318831390529,-166.32857142857142,1410.0,2021-10-01
user10,2021-10-26,0.0,147.0,3,0,3,-147.0,0,1,1,0,26,10,0,0,5,864.0,123.42857142857143,-864.0,12.0,8912.0,297.06666666666666,1088.0,87.0,0.417452151963447,-173.63809523809522,1453.0,2021-10-01
user10,2021-10-27,0.0,252.0,3,0,3,-252.0,0,1,2,0,27,10,0,0,4,801.0,114.42857142857143,-801.0,13.0,9059.0,301.96666666666664,941.0,90.0,0.38099429451613415,-187.5380952380952,1336.0,2021-10-01
user10,2021-10-28,0.0,151.0,3,0,3,-151.0,0,1,3,0,28,10,0,0,3,913.0,130.42857142857142,-913.0,14.0,7465.0,248.83333333333334,2535.0,90.0,0.5260649957114266,-118.40476190476193,1303.0,2021-10-01
user10,2021-10-29,0.0,195.0,4,0,4,-195.0,0,1,4,0,29,10,0,0,2,890.0,127.14285714285714,-890.0,14.0,5628.0,187.6,4372.0,84.0,0.6794425087108014,-60.457142857142856,1413.0,2021-10-01
user10,2021-10-30,0.0,217.0,3,0,3,-217.0,0,1,5,1,30,10,0,0,1,900.0,128.57142857142858,-900.0,15.0,5638.0,187.93333333333334,4362.0,85.0,0.685805020667406,-59.36190476190475,1196.0,2021-10-01
user10,2021-10-31,0.0,199.0,3,0,3,-199.0,0,1,6,1,31,10,0,0,0,1117.0,159.57142857142858,-1117.0,18.0,5586.0,186.2,4414.0,85.0,0.8577533577533579,-26.628571428571405,997.0,2021-10-01
user11,2022-03-01,10000.0,60.0,2,1,1,9940.0,1,1,1,0,1,3,0,0,30,548.0,78.28571428571429,-548.0,8.0,2905.0,96.83333333333333,7095.0,35.0,0.8104161596495498,-18.547619047619037,2771.0,2022-03-01
user11,2022-03-02,0.0,137.0,3,0,3,-137.0,0,1,2,0,2,3,0,0,29,423.0,60.42857142857143,9577.0,7.0,2965.0,98.83333333333333,17035.0,37.0,0.6153112330073933,-38.4047619047619,2855.0,2022-03-01
user11,2022-03-03,0.0,371.0,6,0,6,-371.0,0,1,3,0,3,3,0,0,28,357.0,51.0,9643.0,8.0,3102.0,103.4,16898.0,40.0,0.49808429118773945,-52.400000000000006,2654.0,2022-03-01
user11,2022-03-04,0.0,1505.0,5,0,5,-1505.0,0,1,4,0,4,3,0,0,27,590.0,84.28571428571429,9410.0,12.0,3473.0,115.76666666666667,16527.0,46.0,0.730394355858244,-31.480952380952374,1812.0,2022-03-01
user11,2022-03-05,0.0,0.0,0,0,0,0.0,0,0,5,1,5,3,0,0,26,2073.0,296.14285714285717,7927.0,16.0,4978.0,165.93333333333334,15022.0,51.0,1.78000912825194,130.20952380952383,2065.0,2022-03-01
user11,2022-03-06,0.0,252.0,3,0,3,-252.0,0,1,6,1,6,3,0,0,25,2073.0,296.14285714285717,7927.0,16.0,4978.0,165.93333333333334,15022.0,51.0,1.78000912825194,130.20952380952383,2072.0,2022-03-01
user11,2022-03-07,0.0,156.0,2,0,2,-156.0,0,1,0,0,7,3,0,0,24,2325.0,332.14285714285717,7675.0,19.0,5230.0,174.33333333333334,14770.0,54.0,1.900054318305269,157.80952380952382,1916.0,2022-03-01
user11,2022-03-08,0.0,350.0,2,0,2,-350.0,0,1,1,0,8,3,0,0,23,2481.0,354.42857142857144,7519.0,21.0,5386.0,179.53333333333333,14614.0,56.0,1.9687697826545685,174.8952380952381,2632.0,2022-03-01
user11,2022-03-09,0.0,221.0,3,0,3,-221.0,0,1,2,0,9,3,0,0,22,2771.0,395.85714285714283,-2771.0,21.0,5736.0,191.2,14264.0,58.0,2.0648134383826373,204.65714285714284,2596.0,2022-03-01
user11,2022-03-10,0.0,170.0,2,0,2,-170.0,0,1,3,0,10,3,0,0,21,2855.0,407.85714285714283,-2855.0,21.0,5957.0,198.56666666666666,14043.0,61.0,2.048724617623899,209.29047619047617,2637.0,2022-03-01
user11,2022-03-11,0.0,663.0,6,0,6,-663.0,0,1,4,0,11,3,0,0,20,2654.0,379.14285714285717,-2654.0,17.0,6127.0,204.23333333333332,13873.0,63.0,1.852247151906077,174.90952380952385,2123.0,2022-03-01
user11,2022-03-12,0.0,253.0,3,0,3,-253.0,0,1,5,1,12,3,0,0,19,1812.0,258.85714285714283,-1812.0,18.0,6740.0,224.66666666666666,3260.0,67.0,1.1515087571217555,34.190476190476176,2010.0,2022-03-01
user11,2022-03-13,0.0,259.0,3,0,3,-259.0,0,1,6,1,13,3,0,0,18,2065.0,295.0,-2065.0,21.0,6993.0,233.1,3007.0,70.0,1.2644169158479284,61.900000000000006,1976.0,2022-03-01
user11,2022-03-14,0.0,0.0,0,0,0,0.0,0,0,0,0,14,3,0,0,17,2072.0,296.0,-2072.0,21.0,7043.0,234.76666666666668,2957.0,71.0,1.2597200622083982,61.23333333333332,2401.0,2022-03-01
user11,2022-03-15,0.0,1066.0,5,0,5,-1066.0,0,1,1,0,15,3,0,0,16,1916.0,273.7142857142857,-1916.0,19.0,7043.0,234.76666666666668,2957.0,71.0,1.1651956130960797,38.94761904761904,1525.0,2022-03-01
user11,2022-03-16,0.0,185.0,3,0,3,-185.0,0,1,2,0,16,3,0,0,15,2632.0,376.0,-2632.0,22.0,8069.0,268.96666666666664,1931.0,75.0,1.3964686998394864,107.03333333333336,1387.0,2022-03-01
user11,2022-03-17,0.0,211.0,3,0,3,-211.0,0,1,3,0,17,3,0,0,14,2596.0,370.85714285714283,-2596.0,22.0,8064.0,268.8,1936.0,75.0,1.3782696177062372,102.05714285714282,1176.0,2022-03-01
user11,2022-03-18,0.0,149.0,3,0,3,-149.0,0,1,4,0,18,3,0,0,13,2637.0,376.7142857142857,-2637.0,23.0,8025.0,267.5,1975.0,74.0,1.406757116254323,109.21428571428572,1323.0,2022-03-01
user11,2022-03-19,0.0,140.0,3,0,3,-140.0,0,1,5,1,19,3,0,0,12,2123.0,303.2857142857143,-2123.0,20.0,8012.0,267.06666666666666,1988.0,74.0,1.135112090098412,36.219047619047615,1483.0,2022-03-01
user11,2022-03-20,0.0,225.0,3,0,3,-225.0,0,1,6,1,20,3,0,0,11,2010.0,287.14285714285717,-2010.0,20.0,7343.0,244.76666666666668,2657.0,73.0,1.1724244831528163,42.37619047619049,1258.0,2022-03-01
user11,2022-03-21,0.0,425.0,6,0,6,-425.0,0,1,0,0,21,3,0,0,10,1976.0,282.2857142857143,-1976.0,20.0,7470.0,249.0,2530.0,74.0,1.133142857142857,33.28571428571428,1043.0,2022-03-01
user11,2022-03-22,0.0,190.0,3,0,3,-190.0,0,1,1,0,22,3,0,0,9,2401.0,343.0,-2401.0,26.0,7736.0,257.8666666666667,2264.0,79.0,1.3288694308524336,85.13333333333333,1078.0,2022-03-01
user11,2022-03-23,0.0,47.0,1,0,1,-47.0,0,1,2,0,23,3,0,0,8,1525.0,217.85714285714286,-1525.0,24.0,7641.0,254.7,2359.0,79.0,0.8559137381976647,-36.84285714285713,1201.0,2022-03-01
user11,2022-03-24,0.0,0.0,0,0,0,0.0,0,0,3,0,24,3,0,0,7,1387.0,198.14285714285714,-1387.0,22.0,7583.0,252.76666666666668,2417.0,78.0,0.7847478936405772,-54.62380952380954,1331.0,2022-03-01
user11,2022-03-25,0.0,296.0,3,0,3,-296.0,0,1,4,0,25,3,0,0,6,1176.0,168.0,-1176.0,19.0,7398.0,246.6,2602.0,75.0,0.6825525040387722,-78.6,1240.0,2022-03-01
user11,2022-03-26,0.0,300.0,4,0,4,-300.0,0,1,5,1,26,3,0,0,5,1323.0,189.0,-1323.0,19.0,7491.0,249.7,2509.0,76.0,0.7578779417630634,-60.69999999999999,940.0,2022-03-01
user11,2022-03-27,0.0,0.0,0,0,0,0.0,0,0,6,1,27,3,0,0,4,1483.0,211.85714285714286,-1483.0,20.0,7653.0,255.1,2347.0,78.0,0.8311485468845874,-43.24285714285713,940.0,2022-03-01
user11,2022-03-28,0.0,210.0,3,0,3,-210.0,0,1,0,0,28,3,0,0,3,1258.0,179.71428571428572,-1258.0,17.0,7631.0,254.36666666666667,2369.0,77.0,0.7076659145579652,-74.65238095238095,730.0,2022-03-01
user11,2022-03-29,0.0,225.0,3,0,3,-225.0,0,1,1,0,29,3,0,0,2,1043.0,149.0,-1043.0,14.0,7841.0,261.3666666666667,2159.0,80.0,0.5717189683648838,-112.36666666666667,585.0,2022-03-01
user11,2022-03-30,0.0,170.0,3,0,3,-170.0,0,1,2,0,30,3,0,0,1,1078.0,154.0,-1078.0,14.0,8066.0,268.8666666666667,1934.0,83.0,0.5743577075098814,-114.86666666666667,1068.0,2022-03-01
user11,2022-03-31,0.0,130.0,3,0,3,-130.0,0,1,3,0,31,3,0,0,0,1201.0,171.57142857142858,-1201.0,16.0,8236.0,274.53333333333336,1764.0,86.0,0.6263177906052331,-102.96190476190478,1109.0,2022-03-01
user11,2022-04-01,10000.0,205.0,3,1,2,9795.0,1,1,4,0,1,4,0,0,29,1331.0,190.14285714285714,-1331.0,19.0,8306.0,276.8666666666667,-8306.0,87.0,0.6878941595832191,-86.72380952380954,1037.0,2022-04-01
user11,2022-04-02,0.0,0.0,0,0,0,0.0,0,0,5,1,2,4,0,0,28,1240.0,177.14285714285714,8760.0,19.0,8374.0,279.1333333333333,1626.0,87.0,0.6359216699530835,-101.99047619047619,1254.0,2022-04-01
user11,2022-04-03,0.0,0.0,0,0,0,0.0,0,0,6,1,3,4,0,0,27,940.0,134.28571428571428,9060.0,15.0,8003.0,266.76666666666665,1997.0,81.0,0.505237324607423,-132.48095238095237,1474.0,2022-04-01
user11,2022-04-04,0.0,0.0,0,0,0,0.0,0,0,0,0,4,4,0,0,26,940.0,134.28571428571428,9060.0,15.0,6498.0,216.6,3502.0,76.0,0.6217174369747899,-82.31428571428572,1679.0,2022-04-01
user11,2022-04-05,0.0,80.0,1,0,1,-80.0,0,1,1,0,5,4,0,0,25,730.0,104.28571428571429,9270.0,12.0,6498.0,216.6,3502.0,76.0,0.48384978991596644,-112.3142857142857,1659.0,2022-04-01
user11,2022-04-06,0.0,653.0,3,0,3,-653.0,0,1,2,0,6,4,0,0,24,585.0,83.57142857142857,9415.0,10.0,6326.0,210.86666666666667,3674.0,74.0,0.39917288501303605,-127.2952380952381,1246.0,2022-04-01
user11,2022-04-07,0.0,171.0,3,0,3,-171.0,0,1,3,0,7,4,0,0,23,1068.0,152.57142857142858,8932.0,10.0,6823.0,227.43333333333334,3177.0,75.0,0.6722811698734653,-74.86190476190475,1182.0,2022-04-01
user11,2022-04-08,0.0,133.0,4,0,4,-133.0,0,1,4,0,8,4,0,0,22,1109.0,158.42857142857142,8891.0,10.0,6644.0,221.46666666666667,3356.0,76.0,0.7166402671347232,-63.03809523809525,1222.0,2022-04-01
user11,2022-04-09,0.0,217.0,4,0,4,-217.0,0,1,5,1,9,4,0,0,21,1037.0,148.14285714285714,-1037.0,11.0,6556.0,218.53333333333333,3444.0,77.0,0.6793631512732636,-70.39047619047619,1295.0,2022-04-01
user11,2022-04-10,0.0,220.0,3,0,3,-220.0,0,1,6,1,10,4,0,0,20,1254.0,179.14285714285714,-1254.0,15.0,6603.0,220.1,3397.0,79.0,0.814757381921561,-40.957142857142856,1253.0,2022-04-01
user11,2022-04-11,0.0,205.0,2,0,2,-205.0,0,1,0,0,11,4,0,0,19,1474.0,210.57142857142858,-1474.0,18.0,6160.0,205.33333333333334,3840.0,76.0,1.0253865681975536,5.238095238095241,1243.0,2022-04-01
user11,2022-04-12,0.0,60.0,1,0,1,-60.0,0,1,1,0,12,4,0,0,18,1679.0,239.85714285714286,-1679.0,20.0,6112.0,203.73333333333332,3888.0,75.0,1.1764432246359957,36.12380952380954,1338.0,2022-04-01
user11,2022-04-13,0.0,240.0,4,0,4,-240.0,0,1,2,0,13,4,0,0,17,1659.0,237.0,-1659.0,20.0,5913.0,197.1,4087.0,73.0,1.2014134275618376,39.900000000000006,1312.0,2022-04-01
user11,2022-04-14,0.0,107.0,3,0,3,-107.0,0,1,3,0,14,4,0,0,16,1246.0,178.0,-1246.0,21.0,6153.0,205.1,3847.0,77.0,0.8685104318292092,-27.099999999999994,1549.0,2022-04-01
user11,2022-04-15,0.0,173.0,3,0,3,-173.0,0,1,4,0,15,4,0,0,15,1182.0,168.85714285714286,-1182.0,21.0,5194.0,173.13333333333333,4806.0,75.0,0.975443010282214,-4.2761904761904646,1516.0,2022-04-01
user11,2022-04-16,0.0,290.0,3,0,3,-290.0,0,1,5,1,16,4,0,0,14,1222.0,174.57142857142858,-1222.0,20.0,5182.0,172.73333333333332,4818.0,75.0,1.010579980265322,1.8380952380952635,1226.0,2022-04-01
user11,2022-04-17,0.0,178.0,2,0,2,-178.0,0,1,6,1,17,4,0,0,13,1295.0,185.0,-1295.0,19.0,5261.0,175.36666666666667,4739.0,75.0,1.0546210546210546,9.633333333333326,1207.0,2022-04-01
user11,2022-04-18,0.0,195.0,3,0,3,-195.0,0,1,0,0,18,4,0,0,12,1253.0,179.0,-1253.0,18.0,5290.0,176.33333333333334,4710.0,74.0,1.0150375939849623,2.666666666666657,1296.0,2022-04-01
user11,2022-04-19,0.0,155.0,3,0,3,-155.0,0,1,1,0,19,4,0,0,11,1243.0,177.57142857142858,-1243.0,19.0,5345.0,178.16666666666666,4655.0,74.0,0.9966777408637875,-0.5952380952380736,1583.0,2022-04-01
user11,2022-04-20,0.0,214.0,4,0,4,-214.0,0,1,2,0,20,4,0,0,10,1338.0,191.14285714285714,-1338.0,21.0,5275.0,175.83333333333334,4725.0,74.0,1.0865760064629055,15.309523809523796,1369.0,2022-04-01
user11,2022-04-21,0.0,344.0,3,0,3,-344.0,0,1,3,0,21,4,0,0,9,1312.0,187.42857142857142,-1312.0,21.0,5064.0,168.8,4936.0,72.0,1.1097089012283357,18.628571428571405,1180.0,2022-04-01
